OG2_0	ENSG00000178201,NONE,ENSBTAG00000047568
OG3698_0	ENSG00000144857,ENSRNOG00000002041,ENSBTAG00000013909
OG3699_0	ENSG00000064309,ENSRNOG00000011789,ENSBTAG00000009315
OG3700_0	ENSG00000096060,ENSRNOG00000022523,ENSBTAG00000047502
OG3701_0	ENSG00000004478,ENSRNOG00000006444,ENSBTAG00000007605
OG3702_0	ENSG00000130762,ENSRNOG00000046803,ENSBTAG00000020837
OG3703_0	ENSG00000114790,ENSRNOG00000014549,ENSBTAG00000013439
OG3704_0	ENSG00000099904,ENSRNOG00000021891,ENSBTAG00000006657
OG3705_0	ENSG00000156599,ENSRNOG00000006832,ENSBTAG00000002381
OG3706_0	ENSG00000114796,ENSRNOG00000033372,ENSBTAG00000017450
OG3707_0	ENSG00000149243,ENSRNOG00000017365,ENSBTAG00000015087
OG3708_0	ENSG00000165716,ENSRNOG00000004532,ENSBTAG00000021928
OG3709_0	ENSG00000154511,ENSRNOG00000023533,ENSBTAG00000002028
OG3710_0	ENSG00000128294,ENSRNOG00000000664,ENSBTAG00000010368
OG3712_0	ENSG00000169902,NONE,ENSBTAG00000000390
OG3714_0	ENSG00000166387,ENSRNOG00000019667,ENSBTAG00000016140
OG3715_0	ENSG00000110841,ENSRNOG00000031709,ENSBTAG00000004283
OG3716_0	ENSG00000133794,ENSRNOG00000014448,ENSBTAG00000013029
OG3717_0	ENSG00000029153,ENSRNOG00000048602,ENSBTAG00000011804
OG3717_1	NONE,ENSRNOG00000001830,NONE
OG3718_0	ENSG00000109320,ENSRNOG00000023258,ENSBTAG00000020270
OG3719_0	ENSG00000077150,ENSRNOG00000019311,ENSBTAG00000006017
OG3719_1	NONE,ENSRNOG00000008568,NONE
OG3720_0	ENSG00000006468,ENSRNOG00000006867,ENSBTAG00000015981
OG3721_0	ENSG00000244405,ENSRNOG00000001785,ENSBTAG00000014915
OG3723_0	ENSG00000078246,ENSRNOG00000005767,ENSBTAG00000015879
OG3724_0	ENSG00000166402,ENSRNOG00000046566,ENSBTAG00000004862
OG3725_0	ENSG00000155886,ENSRNOG00000008169,ENSBTAG00000043972
OG3726_0	ENSG00000074621,ENSRNOG00000026904,ENSBTAG00000025826
OG3727_0	ENSG00000083520,ENSRNOG00000009125,ENSBTAG00000019889
OG3728_0	ENSG00000166938,ENSRNOG00000010537,ENSBTAG00000000371
OG3729_0	ENSG00000172985,ENSRNOG00000046791,ENSBTAG00000038011
OG3730_0	ENSG00000154447,ENSRNOG00000010358,ENSBTAG00000001508
OG3731_0	ENSG00000141434,ENSRNOG00000049345,ENSBTAG00000020391
OG3733_0	ENSG00000112818,NONE,ENSBTAG00000004345
OG3734_0	ENSG00000155097,ENSRNOG00000004846,ENSBTAG00000013513
OG3735_0	ENSG00000143882,ENSRNOG00000050553,ENSBTAG00000001927
OG3736_0	ENSG00000166268,ENSRNOG00000021833,ENSBTAG00000014829
OG3738_0	NONE,ENSRNOG00000028274,ENSBTAG00000006990
OG3739_0	ENSG00000184260,ENSRNOG00000030736,NONE
OG3739_1	ENSG00000263521,NONE,NONE
OG3740_0	ENSG00000246705,ENSRNOG00000045819,ENSBTAG00000030503
OG3740_1	NONE,ENSRNOG00000033045,NONE
OG3741_0	ENSG00000111344,ENSRNOG00000001374,ENSBTAG00000016739
OG3742_0	ENSG00000170667,ENSRNOG00000001431,ENSBTAG00000005448
OG3742_1	ENSG00000105808,NONE,NONE
OG3743_0	ENSG00000166025,ENSRNOG00000008990,ENSBTAG00000018945
OG3744_0	ENSG00000126016,ENSRNOG00000007345,ENSBTAG00000016221
OG3745_0	ENSG00000203857,ENSRNOG00000042884,ENSBTAG00000006769
OG3745_1	ENSG00000203859,ENSRNOG00000019441,NONE
OG3745_2	NONE,ENSRNOG00000019417,NONE
OG3747_0	NONE,ENSRNOG00000002956,ENSBTAG00000019353
OG3748_0	ENSG00000167323,ENSRNOG00000020425,ENSBTAG00000013109
OG3751_0	ENSG00000137878,ENSRNOG00000017202,ENSBTAG00000002194
OG3751_1	ENSG00000263155,NONE,NONE
OG3752_0	ENSG00000072786,ENSRNOG00000004217,ENSBTAG00000017457
OG3753_0	ENSG00000065613,ENSRNOG00000011339,ENSBTAG00000001017
OG3754_0	ENSG00000229183,ENSRNOG00000022121,ENSBTAG00000014761
OG3754_1	ENSG00000229859,ENSRNOG00000047279,NONE
OG3754_2	ENSG00000256713,NONE,NONE
OG3755_0	NONE,ENSRNOG00000018236,ENSBTAG00000010565
OG3756_0	ENSG00000183715,ENSRNOG00000023809,ENSBTAG00000020769
OG3757_0	ENSG00000182667,ENSRNOG00000023720,ENSBTAG00000010032
OG3759_0	NONE,ENSRNOG00000037656,NONE
OG3759_1	NONE,ENSRNOG00000010062,NONE
OG3759_2	NONE,ENSRNOG00000043377,NONE
OG3760_0	ENSG00000160752,NONE,ENSBTAG00000047970
OG3760_1	NONE,NONE,ENSBTAG00000003948
OG3762_0	NONE,ENSRNOG00000050393,ENSBTAG00000037931
OG3763_0	ENSG00000198918,ENSRNOG00000032835,ENSBTAG00000034844
OG3764_0	ENSG00000164038,ENSRNOG00000023404,ENSBTAG00000040088
OG3766_0	ENSG00000183704,NONE,ENSBTAG00000009673
OG3766_1	ENSG00000164037,NONE,NONE
OG3767_0	ENSG00000156194,ENSRNOG00000002282,ENSBTAG00000015449
OG3768_0	ENSG00000086717,ENSRNOG00000027331,ENSBTAG00000009545
OG3769_0	ENSG00000197233,NONE,ENSBTAG00000046126
OG3771_0	ENSG00000136834,ENSRNOG00000007911,ENSBTAG00000000726
OG3772_0	ENSG00000085433,ENSRNOG00000020330,ENSBTAG00000020384
OG3774_0	ENSG00000121940,NONE,ENSBTAG00000017129
OG3775_0	ENSG00000132475,ENSRNOG00000003220,ENSBTAG00000024909
OG3776_0	ENSG00000163041,ENSRNOG00000006532,ENSBTAG00000024561
OG3777_0	ENSG00000162745,ENSRNOG00000003018,ENSBTAG00000034147
OG3778_0	ENSG00000185585,ENSRNOG00000014034,ENSBTAG00000004848
OG3779_0	ENSG00000157510,ENSRNOG00000019403,ENSBTAG00000019948
OG3780_0	ENSG00000196526,ENSRNOG00000007599,ENSBTAG00000012464
OG3781_0	ENSG00000168334,ENSRNOG00000037085,ENSBTAG00000046512
OG3782_0	ENSG00000163092,ENSRNOG00000034258,ENSBTAG00000017743
OG3783_0	ENSG00000088756,ENSRNOG00000017065,ENSBTAG00000019036
OG3784_0	ENSG00000146376,ENSRNOG00000011245,ENSBTAG00000015381
OG3785_0	ENSG00000213923,ENSRNOG00000013076,NONE
OG3787_0	ENSG00000141551,NONE,ENSBTAG00000019986
OG3788_0	ENSG00000112144,ENSRNOG00000008691,ENSBTAG00000015590
OG3789_0	ENSG00000111837,ENSRNOG00000015101,ENSBTAG00000014053
OG3790_0	ENSG00000196535,ENSRNOG00000033101,ENSBTAG00000017380
OG3791_0	ENSG00000133454,ENSRNOG00000048430,ENSBTAG00000000698
OG3792_0	ENSG00000142197,NONE,ENSBTAG00000014306
OG3793_0	ENSG00000083097,ENSRNOG00000022847,ENSBTAG00000000676
OG3794_0	ENSG00000157554,ENSRNOG00000001652,ENSBTAG00000011001
OG3795_0	ENSG00000151702,ENSRNOG00000008904,ENSBTAG00000008283
OG3796_0	ENSG00000138190,ENSRNOG00000036601,ENSBTAG00000021116
OG3797_0	ENSG00000144036,ENSRNOG00000028359,ENSBTAG00000020799
OG3798_0	ENSG00000127616,ENSRNOG00000009271,ENSBTAG00000019220
OG3799_0	ENSG00000080503,ENSRNOG00000011931,ENSBTAG00000007494
OG3800_0	ENSG00000131023,ENSRNOG00000014916,ENSBTAG00000015076
OG3801_0	ENSG00000150457,ENSRNOG00000010544,ENSBTAG00000014406
OG3802_0	ENSG00000136731,ENSRNOG00000014901,ENSBTAG00000005444
OG3803_0	ENSG00000102595,NONE,ENSBTAG00000004401
OG3804_0	ENSG00000064763,ENSRNOG00000001851,ENSBTAG00000011095
OG3805_0	ENSG00000197601,ENSRNOG00000013176,ENSBTAG00000009061
OG3806_0	ENSG00000179134,ENSRNOG00000019831,ENSBTAG00000009785
OG3807_0	ENSG00000020577,ENSRNOG00000010489,ENSBTAG00000001468
OG3808_0	ENSG00000170921,ENSRNOG00000026364,ENSBTAG00000004249
OG3809_0	ENSG00000115183,ENSRNOG00000025394,ENSBTAG00000004177
OG3810_0	ENSG00000116675,ENSRNOG00000011968,ENSBTAG00000030749
OG3811_0	ENSG00000178950,ENSRNOG00000000048,ENSBTAG00000019188
OG3812_0	ENSG00000118058,ENSRNOG00000015133,ENSBTAG00000018093
OG3812_1	ENSG00000267910,NONE,NONE
OG3813_0	ENSG00000272333,ENSRNOG00000020961,ENSBTAG00000002763
OG3814_0	ENSG00000197208,ENSRNOG00000046195,ENSBTAG00000031209
OG3815_0	ENSG00000197375,ENSRNOG00000008432,ENSBTAG00000000668
OG3816_0	ENSG00000123989,ENSRNOG00000020038,ENSBTAG00000020539
OG3817_0	ENSG00000033100,ENSRNOG00000010466,ENSBTAG00000014371
OG3818_0	ENSG00000116852,ENSRNOG00000008471,ENSBTAG00000047274
OG3819_0	ENSG00000139116,ENSRNOG00000014844,ENSBTAG00000004832
OG3820_0	ENSG00000114251,ENSRNOG00000015618,ENSBTAG00000020221
OG3821_0	ENSG00000111186,ENSRNOG00000008168,ENSBTAG00000001341
OG3822_0	ENSG00000083290,ENSRNOG00000002763,ENSBTAG00000030977
OG3823_0	ENSG00000177169,ENSRNOG00000037505,ENSBTAG00000012987
OG3824_0	ENSG00000115085,ENSRNOG00000016995,ENSBTAG00000005892
OG3825_0	ENSG00000165025,ENSRNOG00000012160,ENSBTAG00000004767
OG3826_0	ENSG00000103723,ENSRNOG00000019249,ENSBTAG00000008495
OG3828_0	ENSG00000132842,NONE,ENSBTAG00000005016
OG3829_0	ENSG00000143036,ENSRNOG00000011723,ENSBTAG00000020344
OG3830_0	ENSG00000070214,ENSRNOG00000017846,ENSBTAG00000007163
OG3831_0	ENSG00000121989,ENSRNOG00000005334,ENSBTAG00000018114
OG3832_0	ENSG00000114739,ENSRNOG00000014477,ENSBTAG00000018105
OG3833_0	ENSG00000163935,ENSRNOG00000016645,ENSBTAG00000011345
OG3834_0	ENSG00000198879,ENSRNOG00000029235,ENSBTAG00000005915
OG3835_0	ENSG00000196562,ENSRNOG00000006052,ENSBTAG00000007490
OG3836_0	ENSG00000137573,ENSRNOG00000009037,ENSBTAG00000004720
OG3837_0	ENSG00000119715,ENSRNOG00000010259,ENSBTAG00000012285
OG3838_0	ENSG00000196482,ENSRNOG00000002593,ENSBTAG00000010392
OG3839_0	ENSG00000205302,ENSRNOG00000017832,ENSBTAG00000025358
OG3840_0	ENSG00000028528,ENSRNOG00000017029,ENSBTAG00000002014
OG3841_0	ENSG00000163624,ENSRNOG00000002142,ENSBTAG00000045787
OG3842_0	ENSG00000101290,ENSRNOG00000021265,ENSBTAG00000006066
OG3843_0	ENSG00000103196,ENSRNOG00000016752,ENSBTAG00000021176
OG3844_0	ENSG00000121005,ENSRNOG00000017773,ENSBTAG00000004411
OG3845_0	ENSG00000198911,ENSRNOG00000007400,ENSBTAG00000014265
OG3846_0	ENSG00000072310,ENSRNOG00000003463,ENSBTAG00000007884
OG3847_0	ENSG00000174473,ENSRNOG00000038976,ENSBTAG00000035007
OG3848_0	ENSG00000164574,ENSRNOG00000002488,ENSBTAG00000034113
OG3849_0	ENSG00000134982,NONE,ENSBTAG00000018852
OG3851_0	ENSG00000115266,ENSRNOG00000033791,ENSBTAG00000015433
OG3852_0	ENSG00000087460,NONE,ENSBTAG00000017475
OG3853_0	ENSG00000141404,ENSRNOG00000010440,ENSBTAG00000002125
OG3854_0	ENSG00000142002,ENSRNOG00000050748,ENSBTAG00000021134
OG3855_0	ENSG00000074603,ENSRNOG00000019105,ENSBTAG00000014807
OG3856_0	ENSG00000056097,ENSRNOG00000011627,ENSBTAG00000008414
OG3857_0	ENSG00000105278,ENSRNOG00000020416,ENSBTAG00000000755
OG3858_0	ENSG00000101825,NONE,ENSBTAG00000022150
OG3859_0	ENSG00000152580,ENSRNOG00000013917,ENSBTAG00000001728
OG3860_0	ENSG00000110931,ENSRNOG00000001309,ENSBTAG00000010815
OG3861_0	ENSG00000004660,ENSRNOG00000018242,ENSBTAG00000007166
OG3862_0	ENSG00000197381,ENSRNOG00000001227,ENSBTAG00000017486
OG3863_0	ENSG00000185736,ENSRNOG00000030775,ENSBTAG00000014194
OG3864_0	ENSG00000196981,ENSRNOG00000002253,ENSBTAG00000047031
OG3864_1	ENSG00000196363,ENSRNOG00000008212,NONE
OG3865_0	ENSG00000118276,ENSRNOG00000015895,ENSBTAG00000044063
OG3866_0	ENSG00000158470,NONE,ENSBTAG00000012626
OG3867_0	ENSG00000138101,NONE,ENSBTAG00000021072
OG3869_0	ENSG00000134769,ENSRNOG00000016671,ENSBTAG00000012307
OG3870_0	ENSG00000134245,ENSRNOG00000014385,ENSBTAG00000014291
OG3871_0	ENSG00000105989,ENSRNOG00000007843,ENSBTAG00000008097
OG3873_0	NONE,ENSRNOG00000011000,ENSBTAG00000020238
OG3874_0	ENSG00000176406,ENSRNOG00000004201,ENSBTAG00000003827
OG3875_0	ENSG00000006740,ENSRNOG00000003603,ENSBTAG00000021938
OG3876_0	ENSG00000140750,ENSRNOG00000013836,ENSBTAG00000020043
OG3877_0	ENSG00000169032,ENSRNOG00000010176,ENSBTAG00000033983
OG3878_0	ENSG00000126934,ENSRNOG00000020005,ENSBTAG00000024450
OG3879_0	ENSG00000114423,ENSRNOG00000001982,ENSBTAG00000013057
OG3880_0	ENSG00000110395,ENSRNOG00000008444,ENSBTAG00000006817
OG3881_0	ENSG00000164393,ENSRNOG00000025603,ENSBTAG00000037687
OG3882_0	ENSG00000153294,ENSRNOG00000012535,ENSBTAG00000002934
OG3883_0	ENSG00000147416,ENSRNOG00000011891,ENSBTAG00000018646
OG3884_0	ENSG00000271809,ENSRNOG00000013573,ENSBTAG00000010620
OG3884_1	ENSG00000116039,NONE,NONE
OG3885_0	ENSG00000005249,ENSRNOG00000009079,ENSBTAG00000014958
OG3886_0	ENSG00000114302,ENSRNOG00000020284,ENSBTAG00000014205
OG3887_0	ENSG00000004948,ENSRNOG00000010053,ENSBTAG00000017458
OG3888_0	ENSG00000064989,ENSRNOG00000004622,ENSBTAG00000008483
OG3889_0	ENSG00000159459,ENSRNOG00000037207,ENSBTAG00000021087
OG3890_0	ENSG00000024048,ENSRNOG00000015813,ENSBTAG00000005967
OG3891_0	ENSG00000048740,ENSRNOG00000023661,ENSBTAG00000008937
OG3892_0	ENSG00000149187,ENSRNOG00000010379,ENSBTAG00000002520
OG3893_0	ENSG00000198648,ENSRNOG00000024808,NONE
OG3894_0	ENSG00000172939,ENSRNOG00000013136,ENSBTAG00000014927
OG3895_0	ENSG00000185052,ENSRNOG00000009480,ENSBTAG00000011882
OG3896_0	ENSG00000140090,NONE,ENSBTAG00000006620
OG3897_0	ENSG00000015532,ENSRNOG00000003728,ENSBTAG00000009298
OG3898_0	ENSG00000103489,ENSRNOG00000018459,ENSBTAG00000005523
OG3899_0	ENSG00000158863,ENSRNOG00000012014,ENSBTAG00000014361
OG3900_0	ENSG00000151553,ENSRNOG00000017225,ENSBTAG00000003062
OG3901_0	ENSG00000147854,NONE,ENSBTAG00000020815
OG3903_0	NONE,ENSRNOG00000048411,ENSBTAG00000002224
OG3904_0	ENSG00000144908,ENSRNOG00000047023,ENSBTAG00000014470
OG3905_0	ENSG00000136010,ENSRNOG00000008586,ENSBTAG00000006326
OG3906_0	ENSG00000170500,ENSRNOG00000023312,ENSBTAG00000004327
OG3908_0	ENSG00000175556,NONE,ENSBTAG00000002615
OG3909_0	ENSG00000168906,ENSRNOG00000013520,ENSBTAG00000020873
OG3910_0	ENSG00000151224,NONE,ENSBTAG00000005963
OG3911_0	ENSG00000163050,ENSRNOG00000043201,ENSBTAG00000021880
OG3912_0	ENSG00000123815,ENSRNOG00000020848,ENSBTAG00000019462
OG3913_0	ENSG00000150867,ENSRNOG00000016670,ENSBTAG00000018033
OG3914_0	ENSG00000141720,ENSRNOG00000013030,ENSBTAG00000006499
OG3915_0	ENSG00000130304,ENSRNOG00000018170,ENSBTAG00000016775
OG3916_0	ENSG00000167114,ENSRNOG00000014369,ENSBTAG00000015436
OG3917_0	ENSG00000049618,ENSRNOG00000017030,ENSBTAG00000002728
OG3918_0	ENSG00000117713,ENSRNOG00000006137,ENSBTAG00000001024
OG3919_0	ENSG00000072803,NONE,ENSBTAG00000015376
OG3920_0	ENSG00000166167,ENSRNOG00000016280,ENSBTAG00000007476
OG3921_0	ENSG00000073282,ENSRNOG00000001924,ENSBTAG00000015460
OG3922_0	ENSG00000078900,ENSRNOG00000024707,ENSBTAG00000005812
OG3923_0	ENSG00000015520,ENSRNOG00000049955,ENSBTAG00000044146
OG3925_0	ENSG00000141458,NONE,ENSBTAG00000015195
OG3926_0	ENSG00000144635,ENSRNOG00000010434,ENSBTAG00000014700
OG3927_0	ENSG00000135720,ENSRNOG00000025791,ENSBTAG00000000458
OG3928_0	ENSG00000107147,ENSRNOG00000017283,ENSBTAG00000018975
OG3929_0	ENSG00000162687,ENSRNOG00000013312,ENSBTAG00000016729
OG3930_0	ENSG00000113231,ENSRNOG00000010280,ENSBTAG00000020205
OG3931_0	ENSG00000073417,ENSRNOG00000019005,ENSBTAG00000015909
OG3933_0	NONE,ENSRNOG00000004606,ENSBTAG00000008448
OG3934_0	ENSG00000134138,ENSRNOG00000004730,ENSBTAG00000003172
OG3935_0	ENSG00000090861,ENSRNOG00000018404,ENSBTAG00000019810
OG3936_0	ENSG00000124608,ENSRNOG00000025808,ENSBTAG00000013722
OG3937_0	ENSG00000112659,ENSRNOG00000018372,ENSBTAG00000019908
OG3938_0	ENSG00000044090,ENSRNOG00000017857,ENSBTAG00000012749
OG3939_0	ENSG00000115840,ENSRNOG00000022922,ENSBTAG00000016762
OG3940_0	ENSG00000004864,ENSRNOG00000009957,ENSBTAG00000003773
OG3941_0	NONE,ENSRNOG00000018382,ENSBTAG00000014111
OG3943_0	ENSG00000040933,ENSRNOG00000017660,ENSBTAG00000004814
OG3944_0	ENSG00000138709,ENSRNOG00000038366,ENSBTAG00000012135
OG3945_0	ENSG00000155506,ENSRNOG00000031544,ENSBTAG00000008443
OG3946_0	ENSG00000154342,ENSRNOG00000003039,ENSBTAG00000039397
OG3947_0	ENSG00000108379,ENSRNOG00000003845,ENSBTAG00000016012
OG3948_0	ENSG00000198561,ENSRNOG00000030790,ENSBTAG00000002411
OG3949_0	ENSG00000099889,ENSRNOG00000001888,ENSBTAG00000001473
OG3950_0	ENSG00000113319,ENSRNOG00000013818,ENSBTAG00000030259
OG3951_0	ENSG00000058335,ENSRNOG00000014025,ENSBTAG00000019940
OG3952_0	ENSG00000161647,ENSRNOG00000033653,ENSBTAG00000017536
OG3953_0	ENSG00000150054,ENSRNOG00000018760,ENSBTAG00000017354
OG3954_0	ENSG00000153956,ENSRNOG00000033531,ENSBTAG00000020569
OG3955_0	ENSG00000007402,ENSRNOG00000015835,ENSBTAG00000009489
OG3956_0	ENSG00000186716,ENSRNOG00000001304,ENSBTAG00000020566
OG3957_0	ENSG00000159842,ENSRNOG00000022216,ENSBTAG00000008424
OG3958_0	ENSG00000160716,ENSRNOG00000020778,ENSBTAG00000007517
OG3959_0	ENSG00000117971,ENSRNOG00000014427,ENSBTAG00000003132
OG3960_0	ENSG00000187323,ENSRNOG00000033099,NONE
OG3961_0	ENSG00000067141,ENSRNOG00000006490,ENSBTAG00000004990
OG3962_0	ENSG00000184984,ENSRNOG00000006397,ENSBTAG00000037985
OG3963_0	ENSG00000133019,ENSRNOG00000049410,ENSBTAG00000008059
OG3964_0	ENSG00000144645,ENSRNOG00000011435,ENSBTAG00000009194
OG3965_0	ENSG00000144909,ENSRNOG00000001782,ENSBTAG00000006471
OG3966_0	ENSG00000082684,ENSRNOG00000002238,ENSBTAG00000018765
OG3967_0	ENSG00000112902,ENSRNOG00000011977,ENSBTAG00000005021
OG3968_0	ENSG00000170145,ENSRNOG00000043498,ENSBTAG00000020272
OG3969_0	ENSG00000142178,ENSRNOG00000001189,ENSBTAG00000011437
OG3970_0	ENSG00000136828,ENSRNOG00000016910,ENSBTAG00000023843
OG3971_0	ENSG00000116191,ENSRNOG00000004736,ENSBTAG00000010718
OG3972_0	ENSG00000003756,ENSRNOG00000018153,ENSBTAG00000006330
OG3973_0	ENSG00000271352,ENSRNOG00000008472,ENSBTAG00000002890
OG3973_1	ENSG00000182872,NONE,NONE
OG3974_0	ENSG00000144229,ENSRNOG00000003878,ENSBTAG00000044055
OG3975_0	ENSG00000005108,ENSRNOG00000030151,ENSBTAG00000007680
OG3976_0	ENSG00000091513,ENSRNOG00000030625,ENSBTAG00000007273
OG3978_0	ENSG00000012223,ENSRNOG00000031779,ENSBTAG00000001292
OG3979_0	ENSG00000151422,ENSRNOG00000015898,ENSBTAG00000003051
OG3980_0	ENSG00000182511,ENSRNOG00000011683,ENSBTAG00000002941
OG3981_0	ENSG00000140553,ENSRNOG00000012357,ENSBTAG00000018639
OG3982_0	ENSG00000141161,ENSRNOG00000009466,ENSBTAG00000002898
OG3983_0	ENSG00000198739,ENSRNOG00000026466,ENSBTAG00000016885
OG3984_0	ENSG00000176204,ENSRNOG00000021938,ENSBTAG00000000374
OG3985_0	ENSG00000185551,ENSRNOG00000010308,ENSBTAG00000018007
OG3986_0	ENSG00000175745,ENSRNOG00000014795,ENSBTAG00000017599
OG3987_0	ENSG00000133812,ENSRNOG00000009812,ENSBTAG00000043981
OG3988_0	ENSG00000100241,ENSRNOG00000008392,ENSBTAG00000021337
OG3989_0	ENSG00000116833,ENSRNOG00000000653,ENSBTAG00000009265
OG3990_0	ENSG00000136931,ENSRNOG00000012682,ENSBTAG00000009017
OG3991_0	ENSG00000184428,ENSRNOG00000007500,NONE
OG3992_0	ENSG00000198900,NONE,ENSBTAG00000007960
OG3993_0	ENSG00000103647,ENSRNOG00000015257,ENSBTAG00000012681
OG3994_0	ENSG00000106789,ENSRNOG00000008901,ENSBTAG00000007659
OG3995_0	ENSG00000152503,ENSRNOG00000016612,ENSBTAG00000014027
OG3996_0	ENSG00000163462,ENSRNOG00000027903,ENSBTAG00000010622
OG3997_0	ENSG00000149289,ENSRNOG00000012470,ENSBTAG00000008732
OG3998_0	ENSG00000102053,NONE,ENSBTAG00000002206
OG3999_0	ENSG00000152465,ENSRNOG00000026248,ENSBTAG00000007703
OG4000_0	ENSG00000136448,ENSRNOG00000002989,ENSBTAG00000006051
OG4001_0	ENSG00000101251,ENSRNOG00000004852,ENSBTAG00000020120
OG4002_0	ENSG00000071537,ENSRNOG00000004464,ENSBTAG00000008083
OG4003_0	ENSG00000170456,ENSRNOG00000049378,ENSBTAG00000020315
OG4004_0	ENSG00000184014,ENSRNOG00000012206,ENSBTAG00000006322
OG4005_0	ENSG00000151062,ENSRNOG00000008031,ENSBTAG00000021994
OG4006_0	ENSG00000157445,ENSRNOG00000031287,ENSBTAG00000013117
OG4007_0	ENSG00000157680,ENSRNOG00000026705,ENSBTAG00000019980
OG4009_0	NONE,ENSRNOG00000017737,ENSBTAG00000013636
OG4010_0	ENSG00000151025,ENSRNOG00000024832,ENSBTAG00000023920
OG4011_0	ENSG00000260825,ENSRNOG00000029245,ENSBTAG00000001804
OG4011_1	ENSG00000188888,NONE,NONE
OG4012_0	ENSG00000100889,ENSRNOG00000018536,ENSBTAG00000011934
OG4013_0	ENSG00000124253,ENSRNOG00000028616,ENSBTAG00000001936
OG4014_0	ENSG00000132294,ENSRNOG00000025528,ENSBTAG00000047834
OG4015_0	ENSG00000084710,ENSRNOG00000012950,ENSBTAG00000007888
OG4016_0	ENSG00000130226,ENSRNOG00000030547,ENSBTAG00000021941
OG4017_0	ENSG00000175497,ENSRNOG00000002595,ENSBTAG00000005235
OG4018_0	ENSG00000030419,ENSRNOG00000027430,ENSBTAG00000037804
OG4019_0	ENSG00000123411,ENSRNOG00000005535,ENSBTAG00000012636
OG4020_0	ENSG00000185483,ENSRNOG00000029449,ENSBTAG00000012312
OG4021_0	ENSG00000169071,ENSRNOG00000010974,ENSBTAG00000005092
OG4022_0	ENSG00000163406,ENSRNOG00000002305,ENSBTAG00000033166
OG4023_0	ENSG00000088386,ENSRNOG00000011598,ENSBTAG00000004440
OG4024_0	ENSG00000105204,ENSRNOG00000019254,ENSBTAG00000012509
OG4025_0	ENSG00000157540,ENSRNOG00000001662,ENSBTAG00000001771
OG4026_0	ENSG00000091656,ENSRNOG00000008765,ENSBTAG00000033268
OG4027_0	ENSG00000140836,ENSRNOG00000014452,ENSBTAG00000014636
OG4028_0	ENSG00000156299,ENSRNOG00000021569,ENSBTAG00000017839
OG4029_0	ENSG00000146426,ENSRNOG00000016728,ENSBTAG00000010047
OG4030_0	ENSG00000143437,ENSRNOG00000031174,ENSBTAG00000021037
OG4031_0	ENSG00000172379,ENSRNOG00000013017,ENSBTAG00000012351
OG4032_0	ENSG00000175309,ENSRNOG00000048357,ENSBTAG00000013628
OG4032_1	NONE,ENSRNOG00000047933,NONE
OG4033_0	ENSG00000164089,ENSRNOG00000045743,ENSBTAG00000010284
OG4034_0	ENSG00000173546,ENSRNOG00000017208,ENSBTAG00000012219
OG4035_0	NONE,ENSRNOG00000039582,ENSBTAG00000003200
OG4036_0	ENSG00000139625,ENSRNOG00000015134,ENSBTAG00000020758
OG4037_0	ENSG00000073803,ENSRNOG00000025423,ENSBTAG00000017103
OG4038_0	ENSG00000100985,ENSRNOG00000017539,ENSBTAG00000020676
OG4039_0	ENSG00000087245,ENSRNOG00000016695,ENSBTAG00000019267
OG4040_0	ENSG00000038210,ENSRNOG00000003924,ENSBTAG00000006492
OG4041_0	ENSG00000155252,ENSRNOG00000014675,ENSBTAG00000002010
OG4042_0	ENSG00000072858,ENSRNOG00000002013,ENSBTAG00000013292
OG4043_0	ENSG00000149577,ENSRNOG00000017871,ENSBTAG00000007192
OG4044_0	ENSG00000158092,ENSRNOG00000014917,ENSBTAG00000018427
OG4045_0	ENSG00000071051,ENSRNOG00000017155,ENSBTAG00000015205
OG4046_0	ENSG00000260119,ENSRNOG00000014714,ENSBTAG00000024219
OG4046_1	ENSG00000165125,NONE,NONE
OG4047_0	ENSG00000261264,ENSRNOG00000015394,ENSBTAG00000001912
OG4047_1	ENSG00000127412,NONE,NONE
OG4048_0	ENSG00000162631,ENSRNOG00000031136,ENSBTAG00000014530
OG4049_0	ENSG00000196358,ENSRNOG00000013694,ENSBTAG00000007235
OG4050_0	ENSG00000136261,ENSRNOG00000005096,ENSBTAG00000014262
OG4051_0	ENSG00000082153,ENSRNOG00000026117,ENSBTAG00000006049
OG4051_1	NONE,ENSRNOG00000013977,NONE
OG4052_0	ENSG00000123607,ENSRNOG00000005868,ENSBTAG00000016512
OG4053_0	ENSG00000168026,ENSRNOG00000034089,ENSBTAG00000010477
OG4054_0	ENSG00000244694,ENSRNOG00000012708,ENSBTAG00000021415
OG4055_0	ENSG00000165186,ENSRNOG00000003675,ENSBTAG00000020987
OG4056_0	ENSG00000137259,ENSRNOG00000048639,ENSBTAG00000031738
OG4056_1	ENSG00000168274,ENSRNOG00000048624,NONE
OG4056_2	NONE,ENSRNOG00000049582,NONE
OG4057_0	ENSG00000007216,ENSRNOG00000010337,ENSBTAG00000008788
OG4057_1	ENSG00000262654,NONE,NONE
OG4059_0	NONE,ENSRNOG00000014870,ENSBTAG00000004680
OG4060_0	ENSG00000111667,ENSRNOG00000015409,ENSBTAG00000019780
OG4060_1	ENSG00000268462,NONE,NONE
OG4061_0	ENSG00000058056,NONE,ENSBTAG00000005946
